,issue_id,issue_comments,issue_desc,created_at,closed_at
824,MODE-1791,"Our AS7 kit contains an attribute named {{readonly}} which can be set on external sources. 

However, {{Connector}} implementations do not have a corresponding field, because read-only connectors always should subclass {{ReadonlyConnector}}. Therefore, AS7 logs warnings that it's unable to set this attribute on the connector instances when it starts up.",,,
848,MODE-1790,"It looks like the temporary file (used for hashing to get an identifier) is not cleaned up in the InfinispanBinaryStore:

https://github.com/ModeShape/modeshape/blob/master/modeshape-jcr/src/main/java/org/modeshape/jcr/value/binary/infinispan/InfinispanBinaryStore.java#L192

(Or, if it is cleaned up, it isn't until the process terminates, which is undesirable too)",,,
849,MODE-1789," Here is my code https://github.com/eshevchenko/modeshape-examples/tree/modeshape3-federation which shows the problem, when I run ""mvn clean install"" I don't see an issue, but when I run java main from IDE I see this exception:
{code}
INFO: ModeShape version 3.1.1.Final
Shutting down engine ...
Success!
javax.jcr.RepositoryException: Error while starting 'FederatedRepository' repository: No match found
 at org.modeshape.jcr.JcrRepository.login(JcrRepository.java:613)
 at org.modeshape.jcr.JcrRepository.login(JcrRepository.java:580)
 at org.modeshape.jcr.JcrRepository.login(JcrRepository.java:149)
 at org.modeshape.example.filesystem.ModeShapeExample.main(ModeShapeExample.java:66)
 at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
 at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
 at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
 at java.lang.reflect.Method.invoke(Method.java:601)
 at com.intellij.rt.execution.application.AppMain.main(AppMain.java:120)
Caused by: java.lang.IllegalStateException: No match found
 at java.util.regex.Matcher.group(Matcher.java:485)
 at org.modeshape.jcr.RepositoryConfiguration$Federation$ProjectionConfiguration.<init>(RepositoryConfiguration.java:2016)
 at org.modeshape.jcr.RepositoryConfiguration$Federation.getProjections(RepositoryConfiguration.java:1981)
 at org.modeshape.jcr.JcrRepository$RunningState.<init>(JcrRepository.java:1053)
 at org.modeshape.jcr.JcrRepository$RunningState.<init>(JcrRepository.java:966)
 at org.modeshape.jcr.JcrRepository.doStart(JcrRepository.java:354)
 at org.modeshape.jcr.JcrRepository.login(JcrRepository.java:611)
 ... 8 more
{code}",,,
853,MODE-1786,"
repository-config-schema.json has section for storage:
{code}
	...
 ""binaryStorage"" : {

	...
        ""url"" : {
                 ""type"" : ""string"",
                 ""description"" : ""The URL to be used to establish the database connection."",
                 ""required"" : true,
                },
        },
{code}
But in org.modeshape.jcr.RepositoryConfiguration was read ""connectionURL"" param:
{code}

 		public static final String CONNECTION_URL = ""connectionURL"";
		...

		public AbstractBinaryStore getBinaryStore() throws Exception {
	          ...
	            } else if (type.equalsIgnoreCase(""database"")) {
                String driverClass = binaryStorage.getString(FieldName.JDBC_DRIVER_CLASS);
                String connectionURL = binaryStorage.getString(FieldName.CONNECTION_URL);
		...
		
{code}

So as result :
{code}
javax.jcr.RepositoryException: Error while starting 'FederatedRepository' repository: org.modeshape.jcr.value.binary.BinaryStoreException: java.sql.SQLException: The url cannot be null
	at org.modeshape.jcr.JcrRepository.login(JcrRepository.java:613)
	at org.modeshape.jcr.JcrRepository.login(JcrRepository.java:580)
	at org.modeshape.jcr.JcrRepository.login(JcrRepository.java:149)
	at org.modeshape.example.filesystem.ModeShapeExample.main(ModeShapeExample.java:64)
Caused by: java.lang.RuntimeException: org.modeshape.jcr.value.binary.BinaryStoreException: java.sql.SQLException: The url cannot be null
	at org.modeshape.jcr.value.binary.DatabaseBinaryStore.start(DatabaseBinaryStore.java:222)
	at org.modeshape.jcr.JcrRepository$RunningState.<init>(JcrRepository.java:1071)
	at org.modeshape.jcr.JcrRepository$RunningState.<init>(JcrRepository.java:966)
	at org.modeshape.jcr.JcrRepository.doStart(JcrRepository.java:354)
	at org.modeshape.jcr.JcrRepository.login(JcrRepository.java:611)
	... 3 more
Caused by: org.modeshape.jcr.value.binary.BinaryStoreException: java.sql.SQLException: The url cannot be null
	at org.modeshape.jcr.value.binary.DatabaseBinaryStore.connect(DatabaseBinaryStore.java:332)Shutting down engine ...

	at org.modeshape.jcr.value.binary.DatabaseBinaryStore.start(DatabaseBinaryStore.java:208)
	... 7 more
Caused by: java.sql.SQLException: The url cannot be null
	at java.sql.DriverManager.getConnection(DriverManager.java:554)
	at java.sql.DriverManager.getConnection(DriverManager.java:185)
	at org.modeshape.jcr.value.binary.DatabaseBinaryStore.connect(DatabaseBinaryStore.java:330)
	... 8 more
{code}
",,,
858,MODE-1785,"We currently have 2 options for the query {{rebuildUponStartup}} setting: {{always}} and {{if_missing}}.

It seems that if set to {{always}}, with the default index storage (RAM), when the repository re-starts the indexes aren't rebuilt.",,,
923,MODE-1783,"Property constraints are not checked every time Node.setProperty is called. It seems that it is only checked if the property did not exist already.

This leads to nodes that violate property constraints being persisted. But when the property is retrieved at a later point, it then throws ConstraintViolationException.",,,
926,MODE-1775,"Normally, this code should always work:

{code:java}
Node node = ...
session.getNodeByIdentifier(node.getIdentifier());
if ( node.isNodeType(""mix:referenceable"") {
    session.getNodeByIdentifier(node.getProperty(""jcr:uuid"").getString());
}
{code}

However, the second call to ""getNodeByIdentifier()"" with the ""jcr:uuid"" property value does not work if ""{{node}}"" happens to be under ""/jcr:system"".",,,
932,MODE-1774,"When starting up AS 7.1.1 with ModeShape deployed, the following error messages are logged for each of the configured repositories:

{{11:34:48,866 ERROR [org.modeshape.jcr.JcrRepositoryFactory] (MSC service thread 1-7) The 'sample' repository in the ModeShape engine in JNDI at 'jcr' is not running or has been shutdown}}

They seem to be benign (don't prevent the repository from working), but we should handle these messages which are most likely factory/url related.",,,
935,MODE-1773,"The projection expressions used in a configuration are too constrained: they only allow alpha-numeric and underscore characters within path segments. 

{code}
(\w+):(/([a-zA-Z_0-9]/{0,1})+)\s*=>\s*([/a-zA-Z_0-9]+)
{code}

This is too restrictive.",,,
937,MODE-1772,"UPDATE: I've changed the title to reflect the actual problem. Creating a node within a projection causes the node identifier to be a generated UUID. In this case, the file system connector is not capable of handling such nodes. IMO, the generation of the node key should be delegated to the DocumentStore (though this is a relatively big change).

Here is Ivan's original description:
----

I went to modeshape-examples/modeshape-filesystem-store-example and configured example with federation and here is how  https://github.com/vasilievip/modeshape-examples/tree/federation2

When I run main method - I see issue #1 which is configuration parsing and known issue: see MODE-1765
{code}
javax.jcr.RepositoryException: Error while starting 'FederatedRepository' repository: No match found
          at org.modeshape.jcr.JcrRepository.login(JcrRepository.java:613)
          at org.modeshape.jcr.JcrRepository.login(JcrRepository.java:580)
          at org.modeshape.jcr.JcrRepository.login(JcrRepository.java:149)
          at org.modeshape.example.filesystem.ModeShapeExample.main(ModeShapeExample.java:59)
          at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
          at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:57)
          at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
          at java.lang.reflect.Method.invoke(Method.java:601)
          at com.intellij.rt.execution.application.AppMain.main(AppMain.java:120)
Caused by: java.lang.IllegalStateException: No match found
          at java.util.regex.Matcher.group(Matcher.java:485)
          at org.modeshape.jcr.RepositoryConfiguration$Federation$ProjectionConfiguration.<init>(RepositoryConfiguration.java:2004)
          at org.modeshape.jcr.RepositoryConfiguration$Federation.getProjections(RepositoryConfiguration.java:1969)
          at org.modeshape.jcr.JcrRepository$RunningState.<init>(JcrRepository.java:1053)
          at org.modeshape.jcr.JcrRepository$RunningState.<init>(JcrRepository.java:966)
          at org.modeshape.jcr.JcrRepository.doStart(JcrRepository.java:354)
          at org.modeshape.jcr.JcrRepository.login(JcrRepository.java:611)
          ... 8 more
{code}
When I run unit test - I see issue #2 which is UUID in filestore and subject for this bug.",,,
949,MODE-1769,"When using cache store with write-behind strategy (async) as backend for infinispan, following exception is thrown while logging into repository:

{noformat}
ISPN000136: Execution error
org.infinispan.marshall.NotSerializableException: Object of type class org.infinispan.schematic.internal.SchematicEntryLiteral expected to be marshallable
Caused by: javax.jcr.RepositoryException: Error while starting 'Database-Persisted-Repository' repository: Object of type class org.infinispan.schematic.internal.SchematicEntryLiteral expected to be marshallable
          at org.modeshape.jcr.JcrRepository.login(JcrRepository.java:613)
          at org.modeshape.jcr.JcrRepository.login(JcrRepository.java:570)
          at org.modeshape.jcr.JcrRepository.login(JcrRepository.java:149)
          ...
          {noformat}

Note that this is only happening when the cache store is configured to use async write (<async enabled=""true"" threadPoolSize=""10"" />). Without this, everything works as expected.

Example standalone Maven reproducer attached (just run ""mvn test"").",,,
954,MODE-1765,"I installed modeshape-3.1.0.Final-jbossas-71-dist.zip into an AS I installed from jboss-as-7.1.1.Final.zip. I ran the server using this command: 

./standalone.sh -c=standalone-modeshape.xml.

Here is the first error from the log:

13:23:26,497 ERROR [org.modeshape.jcr.JcrRepositoryFactory] (MSC service thread 1-1) The 'preconfiguredRepository' repository in the ModeShape engine in JNDI at 'jcr' is not running or has been shutdown.

I will attach logs.",,,
971,MODE-1762,"Some sequencers (e.g. like the image sequencer) may not always be closing the binary value's InputStream, resulting in an unreleased read lock on the binary value.",,,
982,MODE-1760,"In modeshape-jca there is a dependency on ironjacamar-deployers-fungal. Test scoped dependencies should not be needed to compile standard code in src/main/java - if this dependency is commented out then a lot of code modeshape-jca/src/main/java/org/modeshape/jca/ fails to compile.

Should 

{code:xml}
        <dependency>
            <groupId>org.jboss.spec.javax.resource</groupId>
            <artifactId>jboss-connector-api_1.6_spec</artifactId>
            <version>1.0.1.Final</version>
        </dependency>
{code}

be added as an explicit dependency?
",,,
985,MODE-1751,"1. Create node, assing to its (hard) reference property other node.
2. Save node
3. Assign again same node to the same property.
4. Execute update and save
5. Execute remove - leads to - referential integrity exception

When nodes reference property is set to the same value during update operation, in SessionNode class, removeStrongReferrer is executed, it add key to removedStrong; then addStrongReferrer is executed, it adds key to addedStrong and removes from removedStrong value added before (by removeStrongReferrer).
 But in reality state has not changed, but still operations result: addedStrong contains new value.
 
So it seems that node probably might then contain two references to the same object (one invalid). So during delete (of that referenced value) it fails due to that second existing somewhere reference  (first is removed with referrer) which is invalid and 'floats' somewhere in the system?",,,
989,MODE-1750,"1. Defined types
Typ A
property name
property reference 'ref'
 
Type B
property name
property reference 'ref'
 
2. Value in repository

type a, name 'something' , ref =empty (null)
 
3. Query:
 
SELECT a.* FROM [a] LEFT OUTER JOIN [b] ON a.[ref] = b.[jcr:uuid]
  
4. Result of query = empty, should be contained element

In source code:
NestedLoopJoinComponent class  in case LEFT_OUTER/RIGH_OUTER: 

{noformat}
Object leftValue = leftSelector.evaluate(leftTuple);
     if (leftValue == null) {
            continue;
     }
{noformat}
leftValue is null - because my ref is empty. continue is executed so nothing added to results.",,,
991,MODE-1748,"When trying to import XML content into repository, following exception is thrown: {noformat}javax.jcr.version.VersionException: '<node-path>' (or its nearest versionable ancestor) is checked in, preventing this action{noformat}

This seems same or at least related to MODE-1450. Tested with 3.0.1.Final and 3.1-SNAPSHOT

Stacktrace and sample xml attached.

",,,
1008,MODE-1747,"Although ModeShape 3.1 is built to run with Infinispan 5.1.2.FINAL, it is possible to run with later versions of Infinispan, including 5.1.8.Final and even 5.2 (the latest we tested was 5.2.0.Beta6).

However, Infinispan 5.2.x will now report an error if multiple cache containers are started within the same process. Each ModeShape repository uses one cache container for the repository content, but this container is specified in the repository's JSON configuration file and can easily be changed to include the following fragment in the XML:

{code:xml}
<infinispan ...>
    <global>
        <globalJmxStatistics jmsDomain=""myRepository""/>
        <!-- etc. -->
    </global>
    <!-- etc. -->
</infinispan>
{code}

where ""{{myRepository}}"" matches the name of the ModeShape repository.

However, each ModeShape repository also internally uses another cache container for caches of the node objects. This cache container is configured with by the ""{{org.modeshape.jcr.default_workspace_cache-config.xml}}"" file (on the classpath), though a different file can be specified in the repository's JSON configuration file via the ""{{workspaces.cacheContainer}}"" field.

When running with Infinispan 5.2, however, using the built-in ""{{org.modeshape.jcr.default_workspace_cache-config.xml}}"" file results in an exception that prevents the repository from starting.

See the [Infinispan documentation|https://docs.jboss.org/author/display/ISPN/Management+Tooling#ManagementTooling-MultipleJMXDomains] for more detail.",,,
1009,MODE-1746,"It is possible for multiple threads to deadlock after concurrently create a session, modify several nodes, and save the session. For example, assume that two nodes, A and B, exist. Then if thread 1 sets a property on A then a property on B, while thread 2 uses its session to set a property on B then a property on A, the two threads will deadlock. If Infinispan is configured with deadlock detection, then after the configured amount of time (e.g., 10 seconds is the default) one of the threads will fail with a {{org.infinispan.util.concurrent.TimeoutException}} while the other may succeed.",,,
1055,MODE-1745,"We are still having some issues. I am not sure if it is related to the previous issue or not. The problem occurs when we start up two separate servers. When the second server comes up, it appears that the repository from the first server gets corrupted. I have attached another sample application that will exhibit the behavior. The class for the new sample app is com.pb.spring.Main and it takes an integer as a command line input as well as setting up the aspectj weaver. The main difference here is that we are using the atomikos transaction manager.

To run this, just execute one instance with ‘1’ as the command line value and let it run up until it starts looping and reading/creating nodes. Then start the second instance using ‘2’ as the command line value. It will need to run for a couple of minutes before you see the issue. If you look at the time stamps you can see that it appears to be happening on transactional boundaries.

Here is an example command line without the classpath since it is pretty long:

java -XX:MaxPermSize=192m -javaagent:aspectjweaver-1.7.1.jar -classpath ... com.pb.spring.Main 1

Here is the stack trace we are seeing:

{code}
Exception in thread ""main"" java.lang.NullPointerException
                at org.modeshape.jcr.JcrSession.cachedNode(JcrSession.java:524)
                at org.modeshape.jcr.JcrSession.node(JcrSession.java:547)
                at org.modeshape.jcr.AbstractJcrNode.getNode(AbstractJcrNode.java:772)
                at org.modeshape.jcr.AbstractJcrNode.getNode(AbstractJcrNode.java:107)
                at com.pb.spring.Main.readNode(Main.java:40)
                at com.pb.spring.Main.main(Main.java:82)
                at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
                at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
                at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
                at java.lang.reflect.Method.invoke(Method.java:597)
                at com.intellij.rt.execution.application.AppMain.main(AppMain.java:120)
{code}
",,,
1101,MODE-1743,"Building modeshape gives warnings on using integration-scope in scopes e.g.:

{code:none}
[WARNING] Some problems were encountered while building the effective model for org.modeshape:modeshape-web-jcr-rest-war:war:3.1-SNAPSHOT
[WARNING] 'dependencies.dependency.scope' for org.modeshape:modeshape-jcr:jar must be one of [provided, compile, runtime, test, system] but is 'integration-test'. @ line 36, column 20
[WARNING] 
{code}

While integration-test is a valid phase its not a valid scope and should probably be changed to test.

",,,
1106,MODE-1742,"When parsing certain commits (most likely commits involving 3-way conflict resolution merging) an exception is thrown:

{code}
org.modeshape.jcr.cache.DocumentStoreException: /commit/e2e665fab36a1d35f1399e95433229a0ba27623f
	at org.modeshape.connector.git.GitConnector.getDocumentById(GitConnector.java:228)
	at org.modeshape.jcr.federation.FederatedDocumentStore.get(FederatedDocumentStore.java:230)
	at org.modeshape.jcr.cache.document.WorkspaceCache.documentFor(WorkspaceCache.java:142)
	at org.modeshape.jcr.cache.document.WorkspaceCache.documentFor(WorkspaceCache.java:155)
	at org.modeshape.jcr.cache.document.WorkspaceCache.getNode(WorkspaceCache.java:178)
	at org.modeshape.jcr.cache.document.AbstractSessionCache.getNode(AbstractSessionCache.java:171)
	at org.modeshape.jcr.cache.document.WritableSessionCache.getNode(WritableSessionCache.java:144)
	at org.modeshape.jcr.JcrSession.node(JcrSession.java:412)
	at org.modeshape.jcr.AbstractJcrNode$ChildNodeResolver.nodeFrom(AbstractJcrNode.java:3396)
	at org.modeshape.jcr.JcrChildNodeIterator.nextNode(JcrChildNodeIterator.java:113)
	at org.modeshape.jcr.AbstractJcrRepositoryTest.navigate(AbstractJcrRepositoryTest.java:292)
	at org.modeshape.connector.git.GitConnectorTest.shouldReadCommitSubgraph(GitConnectorTest.java:113)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:45)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:15)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:42)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:20)
	at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:28)
	at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:30)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:263)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:68)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:47)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:231)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:60)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:229)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:50)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:222)
	at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:28)
	at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:30)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:300)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:157)
	at com.intellij.junit4.JUnit4IdeaTestRunner.startRunnerWithArgs(JUnit4IdeaTestRunner.java:76)
	at com.intellij.rt.execution.junit.JUnitStarter.prepareStreamsAndStart(JUnitStarter.java:195)
	at com.intellij.rt.execution.junit.JUnitStarter.main(JUnitStarter.java:63)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
	at com.intellij.rt.execution.application.AppMain.main(AppMain.java:120)
Caused by: java.lang.IllegalArgumentException: TreeWalk should have exactly two trees.
	at org.eclipse.jgit.diff.DiffEntry.scan(DiffEntry.java:138)
	at org.eclipse.jgit.diff.DiffEntry.scan(DiffEntry.java:114)
	at org.modeshape.connector.git.GitCommitDetails.computeDifferences(GitCommitDetails.java:164)
	at org.modeshape.connector.git.GitCommitDetails.execute(GitCommitDetails.java:119)
	at org.modeshape.connector.git.GitConnector.getDocumentById(GitConnector.java:223)
	... 41 more
{code}

The commit on which it fails is: 
{code}
commit e2e665fab36a1d35f1399e95433229a0ba27623f
Merge: 1e63519 85b135a
Author: Randall Hauch <rhauch@gmail.com>
Date:   Wed Dec 5 17:01:10 2012 -0600

    MODE-1513 Merge branch 'federation' into 'master'

    Conflicts:
        modeshape-jcr/src/main/java/org/modeshape/jcr/JcrRepository.java
        modeshape-jcr/src/test/java/org/modeshape/jcr/JcrNodeTypesTest.java
        modeshape-jcr/src/test/java/org/modeshape/jcr/JcrRepositoryStartupTest.java
{code}

This can be reproduced by running the {{shouldReadCommitSubgraph}} test with a large enough number of nodes so that the above commit is part of the result.",,,
1116,MODE-1740,"I see NullPointerException during creation of workspace entity. After debugging I found that apache provided bean validation library used by hibernate on Websphere 8. Exception occurred on preInsert() phase, when BeanValidationEventListener#validate was called.
This exception happends because org.apache.bval.jsr303.GroupValidationContextImpl uses HashMap to execute some validation operations and WorksapaceEntity has hashCode() implementation which assumes that id is not null:
{code}return id.hashCode(){code},  but on preInsert phase id is null.
I see that NodeEntity has ID declared as ""long"" primitive, but WorkspaceEntity, NamespaceEntity and ChangeLogEntity has ID declared as ""Long"" wrapper.
Also there is DNA_CHANGELOG, DNA_WORKSPACES and DNA_NAMESPACES old table names.",,,
1124,MODE-1738,"The following query

{code}
SELECT s.[inf:name] FROM [inf:patient] AS p JOIN [inf:section] AS s ON ISCHILDNODE(s, p) WHERE p.[inf:masterNs] = $ns AND p.[inf:masterId] = $urno ORDER BY s.[inf:name]
{code}

gives a class cast exception

{code}
java.lang.IndexOutOfBoundsException: Index: 19, Size: 1
        at java.util.ArrayList.RangeCheck(ArrayList.java:547)
        at java.util.ArrayList.get(ArrayList.java:322)
        at java.util.Collections$UnmodifiableList.get(Collections.java:1152)
        at org.modeshape.jcr.query.process.ProcessingComponent.createDynamicOperation(ProcessingComponent.java:160)
        at org.modeshape.jcr.query.process.SortValuesComponent.createSortComparator(SortValuesComponent.java:127)
        at org.modeshape.jcr.query.process.SortValuesComponent.createSortComparator(SortValuesComponent.java:83)
        at org.modeshape.jcr.query.process.SortValuesComponent.<init>(SortValuesComponent.java:53)
        at org.modeshape.jcr.query.process.QueryProcessor.createComponent(QueryProcessor.java:346)
        at org.modeshape.jcr.query.process.QueryProcessor.execute(QueryProcessor.java:88)
        at org.modeshape.jcr.query.process.QueryEngine.execute(QueryEngine.java:140)
        at org.modeshape.jcr.query.lucene.LuceneQueryEngine$1.getResults(LuceneQueryEngine.java:151)
        at org.modeshape.jcr.query.JcrQuery.execute(JcrQuery.java:119)
        at au.com.infomedix.modeshapetest.AppTest.testJoinAndOrderBy(AppTest.java:87)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
        at java.lang.reflect.Method.invoke(Method.java:597)
        at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:45)
        at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:15)
        at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:42)
        at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:20)
        at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:28)
        at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:30)
        at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:263)
        at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:68)
        at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:47)
        at org.junit.runners.ParentRunner$3.run(ParentRunner.java:231)
        at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:60)
        at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:229)
        at org.junit.runners.ParentRunner.access$000(ParentRunner.java:50)
        at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:222)
        at org.junit.runners.ParentRunner.run(ParentRunner.java:300)
        at org.apache.maven.surefire.junit4.JUnit4TestSet.execute(JUnit4TestSet.java:53)
        at org.apache.maven.surefire.junit4.JUnit4Provider.executeTestSet(JUnit4Provider.java:123)
        at org.apache.maven.surefire.junit4.JUnit4Provider.invoke(JUnit4Provider.java:104)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
        at java.lang.reflect.Method.invoke(Method.java:597)
        at org.apache.maven.surefire.util.ReflectionUtils.invokeMethodWithArray(ReflectionUtils.java:164)
        at org.apache.maven.surefire.booter.ProviderFactory$ProviderProxy.invoke(ProviderFactory.java:110)
        at org.apache.maven.surefire.booter.SurefireStarter.invokeProvider(SurefireStarter.java:175)
        at org.apache.maven.surefire.booter.SurefireStarter.runSuitesInProcessWhenForked(SurefireStarter.java:107)
        at org.apache.maven.surefire.booter.ForkedBooter.main(ForkedBooter.java:68)
{code}

See the attached test case that shows a working query without orderby and the same query with an orderby that gets the exception.
",,,
1132,MODE-1737,"Executing the query

{code}
SELECT DISTINCT p.* FROM [inf:patient] AS p JOIN [inf:section] AS s ON ISCHILDNODE(s, p) where s.[inf:name] <> $sectionname
{code}

causes a class cast exception if there is more than one patient node matched.

{code}
java.lang.ClassCastException: java.lang.String cannot be cast to org.modeshape.jcr.query.QueryResults$Location
        at org.modeshape.jcr.query.process.DistinctComponent.execute(DistinctComponent.java:56)
        at org.modeshape.jcr.query.process.QueryProcessor.execute(QueryProcessor.java:96)
        at org.modeshape.jcr.query.process.QueryEngine.execute(QueryEngine.java:140)
        at org.modeshape.jcr.query.lucene.LuceneQueryEngine$1.getResults(LuceneQueryEngine.java:151)
        at org.modeshape.jcr.query.JcrQuery.execute(JcrQuery.java:119)
        at au.com.infomedix.modeshapetest.AppTest.testSelectDistinctTwoResults(AppTest.java:122)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
        at java.lang.reflect.Method.invoke(Method.java:597)
        at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:45)
        at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:15)
        at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:42)
        at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:20)
        at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:28)
        at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:30)
        at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:263)
        at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:68)
        at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:47)
        at org.junit.runners.ParentRunner$3.run(ParentRunner.java:231)
        at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:60)
        at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:229)
        at org.junit.runners.ParentRunner.access$000(ParentRunner.java:50)
        at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:222)
        at org.junit.runners.ParentRunner.run(ParentRunner.java:300)
        at org.apache.maven.surefire.junit4.JUnit4TestSet.execute(JUnit4TestSet.java:53)
        at org.apache.maven.surefire.junit4.JUnit4Provider.executeTestSet(JUnit4Provider.java:123)
        at org.apache.maven.surefire.junit4.JUnit4Provider.invoke(JUnit4Provider.java:104)
        at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
        at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:39)
        at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:25)
        at java.lang.reflect.Method.invoke(Method.java:597)
        at org.apache.maven.surefire.util.ReflectionUtils.invokeMethodWithArray(ReflectionUtils.java:164)
        at org.apache.maven.surefire.booter.ProviderFactory$ProviderProxy.invoke(ProviderFactory.java:110)
        at org.apache.maven.surefire.booter.SurefireStarter.invokeProvider(SurefireStarter.java:175)
        at org.apache.maven.surefire.booter.SurefireStarter.runSuitesInProcessWhenForked(SurefireStarter.java:107)
        at org.apache.maven.surefire.booter.ForkedBooter.main(ForkedBooter.java:68)
{code}

If there is only one node matched then the query works and if the DISTINCT is removed from the query then the query works for multiple nodes matched.

Test case attached showing the three cases.
",,,
1144,MODE-1734,"When operating concurrent clients that create lots of nodes, not all nodes are properly saved. There are no problems when using a single client.

We have a created a test web app that receives json as data and saves that json as nodes and node properties. We have reproduced the problem both with infinspan configured with file cache and berkeley db cache. We have reproduced it both with infinispan configured to use OPTIMISTIC and PESSIMISTIC locking mode with a berkeley db cache.

See the comments for the details.",,,
