,issue_id,issue_comments,issue_desc,created_at,closed_at
577,TEIID-3189,"The attached dynamic VDB that's in the dynamicvdb-data-federation quick start, fails to deploy based on the defined materialization (remove it and the VDB deploys fine): 

15:33:39,870 WARN  [org.teiid.PROCESSOR] (Worker0_QueryProcessorQueue12) TEIID30020 Processing exception for request Za7hE/1FAkqH.0 'TEIID30168 Couldn't execute the dynamic SQL command ""EXECUTE IMMEDIATE (updateStmt || ' AND loadNumber = DVARS.loadNumber') USING loadNumber = VARIABLES.loadNumber, vdbName = VARIABLES.vdbName, vdbVersion = VARIABLES.vdbVersion, schemaName = schemaName, viewName = viewName, updated = now(), LoadState = 'FAILED_LOAD', valid = (VARIABLES.valid) AND (NOT (invalidate)), cardinality = -1"" with the SQL statement ""(updateStmt || ' AND loadNumber = DVARS.loadNumber')"" due to: TEIID30082 Cannot set symbol 'LoadNumber' with expected type integer to expression 'DVARS.LoadNumber''. Originally QueryProcessingException 'TEIID30082 Expected value of type 'integer' but 'DVARS.LoadNumber' is of type 'long' and no implicit conversion is available.' ResolverUtil.java:217. Enable more detailed logging to see the entire stacktrace.
15:33:39,872 WARN  [org.teiid.PROCESSOR.MATVIEWS] (teiid-async-threads - 3) TEIID50100 Trigger execution result: org.jboss.as.controller.OperationFailedException [ ""TEIID30168 org.teiid.api.exception.query.QueryProcessingException: TEIID30168 Couldn't execute the dynamic SQL command \""EXECUTE IMMEDIATE (updateStmt || ' AND loadNumber = DVARS.loadNumber') USING loadNumber = VARIABLES.loadNumber, vdbName = VARIABLES.vdbName, vdbVersion = VARIABLES.vdbVersion, schemaName = schemaName, viewName = viewName, updated = now(), LoadState = 'FAILED_LOAD', valid = (VARIABLES.valid) AND (NOT (invalidate)), cardinality = -1\"" with the SQL statement \""(updateStmt || ' AND loadNumber = DVARS.loadNumber')\"" due to: TEIID30082 Cannot set symbol 'LoadNumber' with expected type integer to expression 'DVARS.LoadNumber'"" ]: org.teiid.jdbc.TeiidSQLException: TEIID50100 Trigger execution result: org.jboss.as.controller.OperationFailedException [ ""TEIID30168 org.teiid.api.exception.query.QueryProcessingException: TEIID30168 Couldn't execute the dynamic SQL command \""EXECUTE IMMEDIATE (updateStmt || ' AND loadNumber = DVARS.loadNumber') USING loadNumber = VARIABLES.loadNumber, vdbName = VARIABLES.vdbName, vdbVersion = VARIABLES.vdbVersion, schemaName = schemaName, viewName = viewName, updated = now(), LoadState = 'FAILED_LOAD', valid = (VARIABLES.valid) AND (NOT (invalidate)), cardinality = -1\"" with the SQL statement \""(updateStmt || ' AND loadNumber = DVARS.loadNumber')\"" due to: TEIID30082 Cannot set symbol 'LoadNumber' with expected type integer to expression 'DVARS.LoadNumber'"" ]
	at org.teiid.jboss.MaterializationManagementService$1.executeQuery(MaterializationManagementService.java:104) [teiid-jboss-integration-8.7.1.redhat-4.jar:8.7.1.redhat-4]
	at org.teiid.runtime.MaterializationManager$QueryJob$1.run(MaterializationManager.java:267) [teiid-runtime-8.7.1.redhat-4.jar:8.7.1.redhat-4]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [rt.jar:1.7.0_55]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [rt.jar:1.7.0_55]
	at java.lang.Thread.run(Thread.java:745) [rt.jar:1.7.0_55]
	at org.jboss.threads.JBossThread.run(JBossThread.java:122)",,,
579,TEIID-3083,"Fix modules so the versions are not hard coded, but substituted at build time. 

This fix includes changes for dom4j and xmlbeans.",,,
581,TEIID-3424,"Documentation states that Infinispan DSL cache translator has this capabilities: Compare Criteria - EQ, NE, LT, GT, LE, GE. 

However capabilities for LT, GT and NE are disabled.",,,
583,TEIID-3368,The database-service.jar in the tepid-extensions needs to be built with a version in the name.,,,
585,TEIID-3900,"Malformed URL \[1\] causes NPE in Teiid \[2\].

\[1\] http://localhost:8080/odata/test$metadata (missing '/' after VDB name)
\[2\]
{code:text}
[org.teiid.ODATA] (http-/127.0.0.1:8080-1) TEIID16013 Error occurred producing OData result.: java.lang.NullPointerException
	at org.teiid.odbc.ODBCServerRemoteImpl.setConnectionProperties(ODBCServerRemoteImpl.java:304) [teiid-runtime-8.12.3.redhat-1.jar:8.12.3.redhat-1]
	at org.teiid.odata.LocalClient.getConnection(LocalClient.java:167) [classes:]
	at org.teiid.odata.LocalClient.getVDB(LocalClient.java:139) [classes:]
	at org.teiid.odata.LocalClient.getMetadata(LocalClient.java:484) [classes:]
	at org.teiid.odata.TeiidProducer.getMetadata(TeiidProducer.java:83) [classes:]
	at org.odata4j.producer.resources.ServiceDocumentResource.getServiceDocument(ServiceDocumentResource.java:35) [odata-core-0.8.10.jar:0.8.10]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) [rt.jar:1.8.0_40]
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62) [rt.jar:1.8.0_40]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) [rt.jar:1.8.0_40]
	at java.lang.reflect.Method.invoke(Method.java:497) [rt.jar:1.8.0_40]
	at org.jboss.resteasy.core.MethodInjectorImpl.invoke(MethodInjectorImpl.java:168) [resteasy-jaxrs-2.3.12.Final-redhat-1.jar:]
	at org.jboss.resteasy.core.ResourceMethod.invokeOnTarget(ResourceMethod.java:269) [resteasy-jaxrs-2.3.12.Final-redhat-1.jar:]
	at org.jboss.resteasy.core.ResourceMethod.invoke(ResourceMethod.java:227) [resteasy-jaxrs-2.3.12.Final-redhat-1.jar:]
	at org.jboss.resteasy.core.ResourceMethod.invoke(ResourceMethod.java:216) [resteasy-jaxrs-2.3.12.Final-redhat-1.jar:]
	at org.jboss.resteasy.core.SynchronousDispatcher.getResponse(SynchronousDispatcher.java:561) [resteasy-jaxrs-2.3.12.Final-redhat-1.jar:]
	at org.jboss.resteasy.core.SynchronousDispatcher.invoke(SynchronousDispatcher.java:543) [resteasy-jaxrs-2.3.12.Final-redhat-1.jar:]
	at org.jboss.resteasy.core.SynchronousDispatcher.invoke(SynchronousDispatcher.java:128) [resteasy-jaxrs-2.3.12.Final-redhat-1.jar:]
	at org.teiid.odata.ODataServletContainerDispatcher.service(ODataServletContainerDispatcher.java:118) [classes:]
	at org.teiid.odata.ODataServlet.service(ODataServlet.java:65) [classes:]
	at org.jboss.resteasy.plugins.server.servlet.HttpServletDispatcher.service(HttpServletDispatcher.java:50) [resteasy-jaxrs-2.3.12.Final-redhat-1.jar:]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:847) [jboss-servlet-api_3.0_spec-1.0.2.Final-redhat-2.jar:1.0.2.Final-redhat-2]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:295) [jbossweb-7.5.11.Final-redhat-1.jar:7.5.11.Final-redhat-1]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:214) [jbossweb-7.5.11.Final-redhat-1.jar:7.5.11.Final-redhat-1]
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:231) [jbossweb-7.5.11.Final-redhat-1.jar:7.5.11.Final-redhat-1]
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:149) [jbossweb-7.5.11.Final-redhat-1.jar:7.5.11.Final-redhat-1]
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:512) [jbossweb-7.5.11.Final-redhat-1.jar:7.5.11.Final-redhat-1]
	at org.jboss.as.web.security.SecurityContextAssociationValve.invoke(SecurityContextAssociationValve.java:169) [jboss-as-web-7.5.4.Final-redhat-4.jar:7.5.4.Final-redhat-4]
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:150) [jbossweb-7.5.11.Final-redhat-1.jar:7.5.11.Final-redhat-1]
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:97) [jbossweb-7.5.11.Final-redhat-1.jar:7.5.11.Final-redhat-1]
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:102) [jbossweb-7.5.11.Final-redhat-1.jar:7.5.11.Final-redhat-1]
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:344) [jbossweb-7.5.11.Final-redhat-1.jar:7.5.11.Final-redhat-1]
	at org.apache.coyote.http11.Http11Processor.process(Http11Processor.java:854) [jbossweb-7.5.11.Final-redhat-1.jar:7.5.11.Final-redhat-1]
	at org.apache.coyote.http11.Http11Protocol$Http11ConnectionHandler.process(Http11Protocol.java:653) [jbossweb-7.5.11.Final-redhat-1.jar:7.5.11.Final-redhat-1]
	at org.apache.tomcat.util.net.JIoEndpoint$Worker.run(JIoEndpoint.java:926) [jbossweb-7.5.11.Final-redhat-1.jar:7.5.11.Final-redhat-1]
	at java.lang.Thread.run(Thread.java:745) [rt.jar:1.8.0_40]
{code}",,,
586,TEIID-3895,"If column's name in source (PHYSICAL) model has different name than one in the source (case sensitive) then attribute ""Nullable"" is set to true.

{code:xml}
<vdb name=""test"" version=""1"">
    <model name=""Source"" type=""PHYSICAL"">
        <source name=""rs"" connection-jndi-name=""java:/Redshift"" translator-name=""postgresql""/>
        <metadata type=""DDL"">
            <![CDATA[create foreign table SmallB (
                IntKey integer PRIMARY KEY OPTIONS(NAMEINSOURCE 'intkey', NATIVE_TYPE 'int4')) OPTIONS(NAMEINSOURCE 'smalla');
            ]]>
        </metadata>
    </model>
</vdb>
{code}

result:
{code:xml}
<edmx:Edmx xmlns:edmx=""http://schemas.microsoft.com/ado/2007/06/edmx"" Version=""1.0"">
  <edmx:DataServices xmlns:m=""http://schemas.microsoft.com/ado/2007/08/dataservices/metadata"" m:DataServiceVersion=""2.0"">
    <Schema xmlns=""http://schemas.microsoft.com/ado/2008/09/edm"" Namespace=""Source"">
      <EntityType Name=""SmallB"">
        <Key>
          <PropertyRef Name=""IntKey""/>
        </Key>
        <Property Name=""IntKey"" Type=""Edm.Int32"" Nullable=""true""/>
      </EntityType>
      <EntityContainer Name=""Source"" m:IsDefaultEntityContainer=""false"">
        <EntitySet Name=""SmallB"" EntityType=""Source.SmallB""/>
      </EntityContainer>
    </Schema>
...
{code}",,,
589,TEIID-3533,"Sample query:
{code}
insert into smalla(intKey, byteNum) values(100,100);
insert into smalla(intKey, BIGINTEGERVALUE) values(100,100);
{code}
Exception:
{code}
[org.teiid.CONNECTOR] (Worker9_QueryProcessorQueue59) Connector worker process failed for atomic-request=NuZ8Nt3h1bKx.20.0.13: java.lang.IllegalArgumentException: Conversion from String to java.math.BigDecimal is not supported
	at org.teiid.core.util.StringUtil.valueOf(StringUtil.java:797) [teiid-common-core-8.7.1.6_2-redhat-2.jar:8.7.1.6_2-redhat-2]
	at org.teiid.core.util.PropertiesUtils.setProperty(PropertiesUtils.java:792) [teiid-common-core-8.7.1.6_2-redhat-2.jar:8.7.1.6_2-redhat-2]
	at org.teiid.core.util.PropertiesUtils.setBeanProperty(PropertiesUtils.java:782) [teiid-common-core-8.7.1.6_2-redhat-2.jar:8.7.1.6_2-redhat-2]
	at org.teiid.translator.infinispan.dsl.InfinispanUpdateExecution.handleInsert(InfinispanUpdateExecution.java:204)
{code}

The VDB and the server log is attached.",,,
610,TEIID-3535,"Exception:
{code}
ERROR [org.teiid.CONNECTOR] (Worker12_QueryProcessorQueue194) Connector worker process failed for atomic-request=ziNYENHc9zCz.0.0.33: java.lang.NullPointerException
	at org.teiid.translator.infinispan.dsl.InfinispanUpdateExecution.handleInsert(InfinispanUpdateExecution.java:149)
	at org.teiid.translator.infinispan.dsl.InfinispanUpdateExecution.execute(InfinispanUpdateExecution.java:107)
	at org.teiid.dqp.internal.datamgr.ConnectorWorkItem$1.execute(ConnectorWorkItem.java:358) [teiid-engine-8.7.1.6_2-redhat-1.jar:8.7.1.6_2-redhat-1]
	at org.teiid.dqp.internal.datamgr.ConnectorWorkItem.execute(ConnectorWorkItem.java:325) [teiid-engine-8.7.1.6_2-redhat-1.jar:8.7.1.6_2-redhat-1]
	at org.teiid.dqp.internal.process.DataTierTupleSource.getResults(DataTierTupleSource.java:298) [teiid-engine-8.7.1.6_2-redhat-1.jar:8.7.1.6_2-redhat-1]
	at org.teiid.dqp.internal.process.DataTierTupleSource$1.call(DataTierTupleSource.java:110) [teiid-engine-8.7.1.6_2-redhat-1.jar:8.7.1.6_2-redhat-1]
	at org.teiid.dqp.internal.process.DataTierTupleSource$1.call(DataTierTupleSource.java:107) [teiid-engine-8.7.1.6_2-redhat-1.jar:8.7.1.6_2-redhat-1]
	at java.util.concurrent.FutureTask$Sync.innerRun(FutureTask.java:334) [rt.jar:1.7.0_25]
	at java.util.concurrent.FutureTask.run(FutureTask.java:166) [rt.jar:1.7.0_25]
	at org.teiid.dqp.internal.process.FutureWork.run(FutureWork.java:58) [teiid-engine-8.7.1.6_2-redhat-1.jar:8.7.1.6_2-redhat-1]
	at org.teiid.dqp.internal.process.DQPWorkContext.runInContext(DQPWorkContext.java:274) [teiid-engine-8.7.1.6_2-redhat-1.jar:8.7.1.6_2-redhat-1]
	at org.teiid.dqp.internal.process.ThreadReuseExecutor$RunnableWrapper.run(ThreadReuseExecutor.java:119) [teiid-engine-8.7.1.6_2-redhat-1.jar:8.7.1.6_2-redhat-1]
	at org.teiid.dqp.internal.process.ThreadReuseExecutor$3.run(ThreadReuseExecutor.java:210) [teiid-engine-8.7.1.6_2-redhat-1.jar:8.7.1.6_2-redhat-1]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [rt.jar:1.7.0_25]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [rt.jar:1.7.0_25]
	at java.lang.Thread.run(Thread.java:724) [rt.jar:1.7.0_25]
{code}",,,
631,TEIID-3409,"As [1] it seems PostgreSQLExecutionFactory TranslatorProperty annotation in wrong place.

[1] https://github.com/teiid/teiid/pull/435",,,
632,TEIID-2914,"The advanced searching option (i.e, lucene searching) that is defined in the .rar was not being picked up in the connector.

Also, it was incorrectly defined on the translator, because the translator cannot override how the cache is configured.",,,
642,TEIID-3197,install.sh script fails on RHEL 6.5 system because of older versions of xmllint and coreutils.,,,
643,TEIID-2811,Converting ROWID from byte to VARBINARY causes a metadata error.  Switch to String to accomodate for handling other characters in the RowID.,,,
644,TEIID-3055,"Issuing query: select nss, valor_inicial, valor_final from CacheView.Resumen where valor_inicial > 950.0

produces the following in the query plan:
USER COMMAND:
SELECT nss, valor_inicial, valor_final FROM CacheView.Resumen WHERE nss > '950.0'

request=/1MuNPfoG76j.0.0.5: org.hibernate.search.SearchException: Cannot create numeric range query for field saldo.valorInicial, since values are not numeric (int,long, short or double) 
	at org.hibernate.search.bridge.util.impl.NumericFieldUtils.createNumericRangeQuery(NumericFieldUtils.java:69)
	at org.hibernate.search.query.dsl.impl.ConnectedMultiFieldsRangeQueryBuilder.createQuery(ConnectedMultiFieldsRangeQueryBuilder.java:107)
	at org.hibernate.search.query.dsl.impl.ConnectedMultiFieldsRangeQueryBuilder.createQuery(ConnectedMultiFieldsRangeQueryBuilder.java:83)
	at org.teiid.translator.object.infinispan.LuceneSearch.createRangeAboveQuery(LuceneSearch.java:349)
	at org.teiid.translator.object.infinispan.LuceneSearch.visit(LuceneSearch.java:217)
	at org.teiid.translator.object.infinispan.LuceneSearch.buildQueryFromWhereClause(LuceneSearch.java:145)
	at org.teiid.translator.object.infinispan.LuceneSearch.performSearch(LuceneSearch.java:66)
	at org.teiid.translator.object.infinispan.InfinispanExecutionFactory.search(InfinispanExecutionFactory.java:119)
	at org.teiid.translator.object.ObjectExecution.execute(ObjectExecution.java:102)
	at org.teiid.dqp.internal.datamgr.ConnectorWorkItem.execute(ConnectorWorkItem.java:312) [te",,,
648,TEIID-3054,"The Infinispan translators where lucene index querying can be performed (i.e., infinispan-cache and infinispan-cache-dsl) do not support negation ("">"" or ""<"") properly.",,,
652,TEIID-3000,Changed to add Common Options when constraints are written,,,
654,TEIID-3012,"Issuing either query:

SELECT c.jcr_name FROM relational_table AS t, relational_column AS c WHERE JCR.JCR_ISCHILDNODE(c.jcr_path, t.jcr_path)

 SELECT c.jcr_name FROM relational_table AS t JOIN relational_column AS c ON JCR.JCR_ISCHILDNODE(c.jcr_path,t.jcr_path)

produces the following exception:

Caused by: javax.jcr.query.InvalidQueryException: The JCR-SQL2 query ""SELECT g_1.""jcr:name"", g_1.""jcr:path"" FROM ""relational:table"" AS g_0, ""relational:column"" AS g_1 WHERE ISCHILDNODE(g_1, g_0)"" is not well-formed: Unexpected token ',' at line 1, column 66
	at org.modeshape.jcr.JcrQueryManager.createQuery(JcrQueryManager.java:146)
	at org.modeshape.jcr.JcrQueryManager.createQuery(JcrQueryManager.java:101)
	at org.modeshape.jdbc.delegate.LocalRepositoryDelegate.execute(LocalRepositoryDelegate.java:139)
	at org.modeshape.jdbc.JcrStatement.execute(JcrStatement.java:429)
	... 15 more

And after a discussion with Randall, it seems ModeShape needs JOIN in the syntax, and not ','  to join the tables.",,,
657,TEIID-4215,The error messages in i18n.properties have a few typos that are visible to end-users.  We should clean that up.,,,
658,TEIID-3408,Update the quoickstarts that still refer to using user security .properties and user roles files.,,,
667,TEIID-2799,"The infinispan implementation of the object translator getMetadata is not defining the primary key.  If the resource-adapter has defined it, it should expose it.   This key is important for push-down capability.   The user could define this after the fact (i.e, in dynamic vdb or in designer), but from a usability stand point, it would be better if the translator exposed it.",,,
672,TEIID-2486,"The following command doesn't support the ""name"" attribute:
/subsystem=threads/bounded-queue-thread-pool=teiid-async:add(name=teiid-async, max-threads=4, queue-length=100)

This is the same issue seen in the domain script.  So the command should be changed to be:
/subsystem=threads/bounded-queue-thread-pool=teiid-async:add(max-threads=4, queue-length=100)",,,
673,TEIID-3277,"The negative action wasn't added to the execution factory to not enable the supports option, only true option was considered.  Simple fix to add check for false and not enable option.
",,,
