,issue_id,issue_comments,issue_desc,created_at,closed_at
1205,WFLY-2184,"See 

{noformat}
[domain@localhost:9999 /] /host=master/server=server-one/subsystem=transactions/log-store=log-store:read-resource-description(access-control=trim-descriptions, operations=true){roles=administrator}
{
    ""outcome"" => ""success"",
    ""result"" => {
        ""description"" => undefined,
        ""attributes"" => undefined,
        ""operations"" => undefined,
        ""children"" => {""transactions"" => {""model-description"" => undefined}},
        ""access-control"" => {
            ""default"" => {
                ""read"" => true,
                ""write"" => true,
                ""attributes"" => {""type"" => {
                    ""read"" => true,
                    ""write"" => false
                }},
                ""operations"" => {
                    ""read-children-names"" => {""execute"" => true},
                    ""read-operation-description"" => {""execute"" => true},
                    ""read-operation-names"" => {""execute"" => true},
                    ""read-children-types"" => {""execute"" => true},
                    ""undefine-attribute"" => {""execute"" => true},
                    ""read-children-resources"" => {""execute"" => true},
                    ""read-resource-description"" => {""execute"" => true},
                    ""read-resource"" => {""execute"" => true},
                    ""read-attribute"" => {""execute"" => true},
                    ""write-attribute"" => {""execute"" => true}
                }
            },
            ""exceptions"" => {}
        }
    }
}

{noformat}",,,
1217,WFLY-1432,"When making the following modifications to put JBoss LogManager on the boot classpath to make it available to Java agents:

{noformat}
diff --git a/bin/standalone.conf b/bin/standalone.conf
index 97895a5..9517129 100644
--- a/bin/standalone.conf
+++ b/bin/standalone.conf
 -35,7 +35,7 @@
 #JAVA=""""
 
 if [ ""x$JBOSS_MODULES_SYSTEM_PKGS"" = ""x"" ]; then
-   JBOSS_MODULES_SYSTEM_PKGS=""org.jboss.byteman""
+   JBOSS_MODULES_SYSTEM_PKGS=""org.jboss.logmanager,org.jboss.logmanager.config,org.jboss.logmanager.errormanager,org.jboss.logmanager.filters,org.jboss.logmanager.formatters,org.jboss.logmanager.handlers""
 fi
 
 # Uncomment the following line to prevent manipulation of JVM options
 -48,7 +48,7 @@ fi
 #
 if [ ""$JAVA_OPTS"" = ""x"" ]; then
    JAVA_OPTS=""-Xms1303m -Xmx1303m -XX:MaxPermSize=256m -Djava.net.preferIPv4Stack=true""
-   JAVA_OPTS=""$JAVA_OPTS -Djboss.modules.system.pkgs=$JBOSS_MODULES_SYSTEM_PKGS -Djava.awt.headless=true""
+   JAVA_OPTS=""$JAVA_OPTS -Xbootclasspath/p:$JBOSS_HOME/modules/system/layers/base/org/jboss/logmanager/main/jboss-logmanager-1.4.0.Final-redhat-1.jar -Djboss.modules.system.pkgs=$JBOSS_MODULES_SYSTEM_PKGS -Djava.awt.headless=true -Dcom.sun.management.jmxremote=x -Dcom.sun.management.jmxremote.ssl=false -Dcom.sun.management.jmxremote.authenticate=false -Djava.util.logging.manager=org.jboss.logmanager.LogManager""
 else
    echo ""JAVA_OPTS already set in environment; overriding default settings with values: $JAVA_OPTS""
 fi
{noformat}

I get the following error:

{noformat}
09:28:18,984 ERROR [org.jboss.as.controller.management-operation] (ServerService Thread Pool -- 5) JBAS014612: Operation (""add"") failed - address: ([
    (""subsystem"" => ""logging""),
    (""console-handler"" => ""CONSOLE"")
]): java.lang.ClassCastException: org.jboss.logmanager.PropertyConfigurator cannot be cast to org.jboss.as.logging.logmanager.ConfigurationPersistence
        at org.jboss.as.logging.logmanager.ConfigurationPersistence.getOrCreateConfigurationPersistence(ConfigurationPersistence.java:93)
        at org.jboss.as.logging.logmanager.ConfigurationPersistence.getOrCreateConfigurationPersistence(ConfigurationPersistence.java:81)
        at org.jboss.as.logging.LoggingOperations$LoggingOperationStepHandler.execute(LoggingOperations.java:154)
        at org.jboss.as.controller.AbstractOperationContext.executeStep(AbstractOperationContext.java:440) [jboss-as-controller-7.2.0.Final-redhat-8.jar:7.2.0.Final-redhat-8]
        at org.jboss.as.controller.AbstractOperationContext.doCompleteStep(AbstractOperationContext.java:322) [jboss-as-controller-7.2.0.Final-redhat-8.jar:7.2.0.Final-redhat-8]
        at org.jboss.as.controller.AbstractOperationContext.completeStepInternal(AbstractOperationContext.java:229) [jboss-as-controller-7.2.0.Final-redhat-8.jar:7.2.0.Final-redhat-8]
        at org.jboss.as.controller.AbstractOperationContext.executeOperation(AbstractOperationContext.java:224) [jboss-as-controller-7.2.0.Final-redhat-8.jar:7.2.0.Final-redhat-8]
        at org.jboss.as.controller.ParallelBootOperationStepHandler$ParallelBootTask.run(ParallelBootOperationStepHandler.java:334) [jboss-as-controller-7.2.0.Final-redhat-8.jar:7.2.0.Final-redhat-8]
        at java.util.concurrent.ThreadPoolExecutor$Worker.runTask(ThreadPoolExecutor.java:895) [classes.jar:1.6.0_45]
        at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:918) [classes.jar:1.6.0_45]
        at java.lang.Thread.run(Thread.java:680) [classes.jar:1.6.0_45]
        at org.jboss.threads.JBossThread.run(JBossThread.java:122) [jboss-threads-2.1.0.Final-redhat-1.jar:2.1.0.Final-redhat-1]
{noformat}",,,
1219,WFLY-2651,"When trying to execute asynchronous EJB bean from asynchronous servlet, the following exception is thrown (testcase is available at https://github.com/eyusupov/async-testcase/):

2013-12-13 00:42:03,489 ERROR [org.jboss.as.txn] (EJB default - 1) JBAS010152: APPLICATION ERROR: transaction still active in request with status 0

2013-12-13 00:42:03,494 ERROR [org.jboss.as.ejb3.invocation] (EJB default - 1) JBAS014134: EJB Invocation failed on component AsyncBean for method public void com.okasamastarr.web.AsyncBean.count(javax.servlet.AsyncContext) throws java.io.IOException: java.lang.IllegalStateException: JBAS014160: Wrong tx on thread: expected TransactionImple < ac, BasicAction: 0:ffffac1e0f02:-40b55bbb:52aa1f96:8 status: ActionStatus.ABORTED >, actual null

    at org.jboss.as.ejb3.tx.CMTTxInterceptor.endTransaction(CMTTxInterceptor.java:85) [wildfly-ejb3-8.0.0.Beta1.jar:8.0.0.Beta1]

    at org.jboss.as.ejb3.tx.CMTTxInterceptor.invokeInOurTx(CMTTxInterceptor.java:277) [wildfly-ejb3-8.0.0.Beta1.jar:8.0.0.Beta1]

    at org.jboss.as.ejb3.tx.CMTTxInterceptor.required(CMTTxInterceptor.java:340) [wildfly-ejb3-8.0.0.Beta1.jar:8.0.0.Beta1]

    at org.jboss.as.ejb3.tx.CMTTxInterceptor.processInvocation(CMTTxInterceptor.java:239) [wildfly-ejb3-8.0.0.Beta1.jar:8.0.0.Beta1]

    at org.jboss.invocation.InterceptorContext.proceed(InterceptorContext.java:309)

    at org.jboss.as.ejb3.component.interceptors.CurrentInvocationContextInterceptor.processInvocation(CurrentInvocationContextInterceptor.java:41) [wildfly-ejb3-8.0.0.Beta1.jar:8.0.0.Beta1]

    at org.jboss.invocation.InterceptorContext.proceed(InterceptorContext.java:309)

    at org.jboss.as.ejb3.component.invocationmetrics.WaitTimeInterceptor.processInvocation(WaitTimeInterceptor.java:43) [wildfly-ejb3-8.0.0.Beta1.jar:8.0.0.Beta1]

    at org.jboss.invocation.InterceptorContext.proceed(InterceptorContext.java:309)

    at org.jboss.as.ejb3.security.SecurityContextInterceptor.processInvocation(SecurityContextInterceptor.java:95) [wildfly-ejb3-8.0.0.Beta1.jar:8.0.0.Beta1]

    at org.jboss.invocation.InterceptorContext.proceed(InterceptorContext.java:309)

    at org.jboss.as.ejb3.component.interceptors.ShutDownInterceptorFactory$1.processInvocation(ShutDownInterceptorFactory.java:64) [wildfly-ejb3-8.0.0.Beta1.jar:8.0.0.Beta1]

    at org.jboss.invocation.InterceptorContext.proceed(InterceptorContext.java:309)

    at org.jboss.as.ejb3.component.interceptors.LoggingInterceptor.processInvocation(LoggingInterceptor.java:59) [wildfly-ejb3-8.0.0.Beta1.jar:8.0.0.Beta1]

    at org.jboss.invocation.InterceptorContext.proceed(InterceptorContext.java:309)

    at org.jboss.as.ee.component.NamespaceContextInterceptor.processInvocation(NamespaceContextInterceptor.java:50)

    at org.jboss.invocation.InterceptorContext.proceed(InterceptorContext.java:309)

    at org.jboss.as.ejb3.component.interceptors.AdditionalSetupInterceptor.processInvocation(AdditionalSetupInterceptor.java:55) [wildfly-ejb3-8.0.0.Beta1.jar:8.0.0.Beta1]

    at org.jboss.invocation.InterceptorContext.proceed(InterceptorContext.java:309)

    at org.jboss.invocation.ContextClassLoaderInterceptor.processInvocation(ContextClassLoaderInterceptor.java:64)

    at org.jboss.invocation.InterceptorContext.proceed(InterceptorContext.java:309)

    at org.jboss.invocation.InterceptorContext.run(InterceptorContext.java:325)

    at org.wildfly.security.manager.WildFlySecurityManager.doChecked(WildFlySecurityManager.java:437)

    at org.jboss.invocation.AccessCheckingInterceptor.processInvocation(AccessCheckingInterceptor.java:61)

    at org.jboss.invocation.InterceptorContext.proceed(InterceptorContext.java:309)

    at org.jboss.invocation.InterceptorContext.run(InterceptorContext.java:325)

    at org.jboss.invocation.PrivilegedWithCombinerInterceptor.processInvocation(PrivilegedWithCombinerInterceptor.java:80)

    at org.jboss.invocation.InterceptorContext.proceed(InterceptorContext.java:309)

    at org.jboss.invocation.ChainedInterceptor.processInvocation(ChainedInterceptor.java:61)

    at org.jboss.as.ee.component.ViewService$View.invoke(ViewService.java:165)

    at org.jboss.as.ee.component.ViewDescription$1.processInvocation(ViewDescription.java:182)

    at org.jboss.invocation.InterceptorContext.proceed(InterceptorContext.java:309)

    at org.jboss.as.ejb3.component.interceptors.LogDiagnosticContextRecoveryInterceptor.processInvocation(LogDiagnosticContextRecoveryInterceptor.java:79) [wildfly-ejb3-8.0.0.Beta1.jar:8.0.0.Beta1]

    at org.jboss.invocation.InterceptorContext.proceed(InterceptorContext.java:309)

    at org.jboss.as.ejb3.component.interceptors.AsyncFutureInterceptorFactory$1$1.runInvocation(AsyncFutureInterceptorFactory.java:87) [wildfly-ejb3-8.0.0.Beta1.jar:8.0.0.Beta1]

    at org.jboss.as.ejb3.component.interceptors.AsyncInvocationTask.run(AsyncInvocationTask.java:73) [wildfly-ejb3-8.0.0.Beta1.jar:8.0.0.Beta1]

    at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1145) [rt.jar:1.7.0_25]

    at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:615) [rt.jar:1.7.0_25]

    at java.lang.Thread.run(Thread.java:724) [rt.jar:1.7.0_25]

    at org.jboss.threads.JBossThread.run(JBossThread.java:122)
",,,
1220,WFLY-2306,"If I do not define auth method in web.xml then NPE happens during deployment (Yoda would have saved you)

web.xml:
{code:xml}
    <login-config>
        <realm-name>RestBase</realm-name>
    </login-config>
{code}


Stacktrace:
{code}
java.lang.NullPointerException
	at org.wildfly.extension.undertow.deployment.UndertowDeploymentInfoService.authMethod(UndertowDeploymentInfoService.java:758)
	at org.wildfly.extension.undertow.deployment.UndertowDeploymentInfoService.createServletConfig(UndertowDeploymentInfoService.java:693)
	at org.wildfly.extension.undertow.deployment.UndertowDeploymentInfoService.start(UndertowDeploymentInfoService.java:214)
	at org.jboss.msc.service.ServiceControllerImpl$StartTask.startService(ServiceControllerImpl.java:1944) [jboss-msc-1.2.0.Beta2.jar:1.2.0.Beta2]
	at org.jboss.msc.service.ServiceControllerImpl$StartTask.run(ServiceControllerImpl.java:1877) [jboss-msc-1.2.0.Beta2.jar:1.2.0.Beta2]
{code}

Related source code:
{code:java}
    private static String authMethod(String configuredMethod) {
        // TODO - Feels like a candidate for an enum but will hold off until configuration of custom methods and chaining is
        // defined.
        if (configuredMethod.equals(""CLIENT-CERT"")) { //Speak Yoda here please
            return HttpServletRequest.CLIENT_CERT_AUTH;
        }
        return configuredMethod;
    }
{code}",,,
1221,WFLY-2709,"The connector subsystem is missing the resource key: {{“connection-definitions.clear-statistics”}}. This results in the following exception when looking at the connection definitions of a resource adapter in VisualVM:

{code}
16:06:10,884 ERROR [org.jboss.as.controller.management-operation] (RMI TCP Connection(2)-192.168.0.21) JBAS014612: Operation (""read-resource-description"") failed - address: ([
    (""deployment"" => ""XADisk.rar""),
    (""subsystem"" => ""resource-adapters""),
    (""statistics"" => ""statistics""),
    (""resource-adapter"" => ""XADisk.rar""),
    (""connection-definitions"" => ""java:global/XADiskCF"")
]): java.util.MissingResourceException: Can't find resource for bundle java.util.PropertyResourceBundle, key connection-definitions.clear-statistics
	at java.util.ResourceBundle.getObject(ResourceBundle.java:450) [rt.jar:1.8.0-ea]
	at java.util.ResourceBundle.getString(ResourceBundle.java:407) [rt.jar:1.8.0-ea]
	at org.jboss.as.controller.descriptions.StandardResourceDescriptionResolver.getOperationDescription(StandardResourceDescriptionResolver.java:184)
	at org.jboss.as.controller.descriptions.DefaultOperationDescriptionProvider.getModelDescription(DefaultOperationDescriptionProvider.java:157)
	at org.jboss.as.controller.operations.global.ReadResourceDescriptionHandler.doExecuteInternal(ReadResourceDescriptionHandler.java:213)
	at org.jboss.as.controller.operations.global.ReadResourceDescriptionHandler.doExecute(ReadResourceDescriptionHandler.java:157)
	at org.jboss.as.controller.operations.global.ReadResourceDescriptionHandler.execute(ReadResourceDescriptionHandler.java:150)
	at org.jboss.as.controller.AbstractOperationContext.executeStep(AbstractOperationContext.java:591)
	at org.jboss.as.controller.AbstractOperationContext.doCompleteStep(AbstractOperationContext.java:469)
	at org.jboss.as.controller.AbstractOperationContext.completeStepInternal(AbstractOperationContext.java:273)
	at org.jboss.as.controller.AbstractOperationContext.executeOperation(AbstractOperationContext.java:268)
	at org.jboss.as.controller.ModelControllerImpl.internalExecute(ModelControllerImpl.java:272)
	at org.jboss.as.controller.ModelControllerImpl.execute(ModelControllerImpl.java:146)
	at org.jboss.as.jmx.model.ResourceAccessControlUtil.getResourceAccess(ResourceAccessControlUtil.java:85)
	at org.jboss.as.jmx.model.ResourceAccessControlUtil.getResourceAccessWithInstanceNotFoundExceptionIfNotAccessible(ResourceAccessControlUtil.java:70)
	at org.jboss.as.jmx.model.ModelControllerMBeanHelper.getMBeanInfo(ModelControllerMBeanHelper.java:199)
	at org.jboss.as.jmx.model.ModelControllerMBeanServerPlugin.getMBeanInfo(ModelControllerMBeanServerPlugin.java:131)
	at org.jboss.as.jmx.PluggableMBeanServerImpl.getMBeanInfo(PluggableMBeanServerImpl.java:582)
	at org.jboss.as.jmx.PluggableMBeanServerImpl.getMBeanInfo(PluggableMBeanServerImpl.java:570)
	at javax.management.remote.rmi.RMIConnectionImpl.doOperation(RMIConnectionImpl.java:1460) [rt.jar:1.8.0-ea]
	at javax.management.remote.rmi.RMIConnectionImpl.access$300(RMIConnectionImpl.java:76) [rt.jar:1.8.0-ea]
	at javax.management.remote.rmi.RMIConnectionImpl$PrivilegedOperation.run(RMIConnectionImpl.java:1307) [rt.jar:1.8.0-ea]
	at javax.management.remote.rmi.RMIConnectionImpl.doPrivilegedOperation(RMIConnectionImpl.java:1399) [rt.jar:1.8.0-ea]
	at javax.management.remote.rmi.RMIConnectionImpl.getMBeanInfo(RMIConnectionImpl.java:904) [rt.jar:1.8.0-ea]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) [rt.jar:1.8.0-ea]
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62) [rt.jar:1.8.0-ea]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) [rt.jar:1.8.0-ea]
	at java.lang.reflect.Method.invoke(Method.java:483) [rt.jar:1.8.0-ea]
	at sun.rmi.server.UnicastServerRef.dispatch(UnicastServerRef.java:323) [rt.jar:1.8.0-ea]
	at sun.rmi.transport.Transport$1.run(Transport.java:178) [rt.jar:1.8.0-ea]
	at sun.rmi.transport.Transport$1.run(Transport.java:175) [rt.jar:1.8.0-ea]
	at java.security.AccessController.doPrivileged(Native Method) [rt.jar:1.8.0-ea]
	at sun.rmi.transport.Transport.serviceCall(Transport.java:174) [rt.jar:1.8.0-ea]
	at sun.rmi.transport.tcp.TCPTransport.handleMessages(TCPTransport.java:557) [rt.jar:1.8.0-ea]
	at sun.rmi.transport.tcp.TCPTransport$ConnectionHandler.run0(TCPTransport.java:812) [rt.jar:1.8.0-ea]
	at sun.rmi.transport.tcp.TCPTransport$ConnectionHandler.run(TCPTransport.java:671) [rt.jar:1.8.0-ea]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142) [rt.jar:1.8.0-ea]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617) [rt.jar:1.8.0-ea]
	at java.lang.Thread.run(Thread.java:744) [rt.jar:1.8.0-ea]
{code}",,,
1223,WFLY-2094,"When executing a read-resource operation for a model node that does not exist, I get different results in WildFly master and EAP 6.x:

{code:title=WildFly master}
""JBAS014807: Management resource '[
    (\""core-service\"" => \""management\""),
    (\""access\"" => \""authorization\""),
    (\""role-mapping\"" => \""Administrator\"")
]' not found""
{code}

{code:title=EAP 6.1}
{
    ""outcome"" => ""failed"",
    ""failure-description"" => ""JBAS014807: Management-Ressource '[
    (\""core-service\"" => \""management\""),
    (\""access\"" => \""authorization\""),
    (\""role-mapping\"" => \""Administrator\"")
]' nicht gefunden"",
    ""rolled-back"" => true
}
{code}

In EAP 6.x I get the correct error result which includes {{""outcome"" => ""failed""}} whereas in WildFly I just receive the error message wihtout the surrounding model node. 

The error occurs when using the HTTP protocol. Using the CLI / native interface both versions return the correct (complete) error response.

",,,
1226,WFLY-943,"When attempting to write a (seemingly) valid jboss-deployment-structure.xml using the schema in ./docs, my document fails to validate.

This is because of the settings used in the XSD. Have these XSDs been used to validate actual documents? By setting unqualified to 'qualified' then the documents will probably validate.

$ git grep elementFormDefault..unqualified
jboss-deployment-dependencies-1_0.xsd:            elementFormDefault=""unqualified""
jboss-deployment-structure-1_0.xsd:            elementFormDefault=""unqualified""
jboss-deployment-structure-1_1.xsd:            elementFormDefault=""unqualified""
jboss-deployment-structure-1_2.xsd:            elementFormDefault=""unqualified""
jboss-ejb-client_1_0.xsd:            elementFormDefault=""unqualified""
jboss-ejb-client_1_1.xsd:            elementFormDefault=""unqualified""
jboss-ejb-client_1_2.xsd:            elementFormDefault=""unqualified""
jboss-jpa_1_0.xsd:  elementFormDefault=""unqualified"" 
",,,
1232,WFLY-1297,"There is a possible race when restoring persistent bundles. The FrameworkActivateProcessor may want to activate the framework before FrameworkBootstrapService.start() completes.

{code}
[0m [31m14:33:49,853 ERROR [org.jboss.msc.service.fail] (MSC service thread 1-3) MSC00001: Failed to start service jboss.deployment.unit.""de.xxx.yyy.data.services.jar"".PARSE: org.jboss.msc.service.StartException in service jboss.deployment.unit.""de.xxx.yyy.data.services.jar"".PARSE: JBAS018733: Failed to process phase PARSE of deployment ""de.xxx.yyy.data.services.jar""
    at org.jboss.as.server.deployment.DeploymentUnitPhaseService.start(DeploymentUnitPhaseService.java:127) [jboss-as-server-7.2.0.Alpha1-redhat-4.jar:7.2.0.Alpha1-redhat-4]
    at org.jboss.msc.service.ServiceControllerImpl$StartTask.startService(ServiceControllerImpl.java:1811) [jboss-msc-1.0.4.GA.jar:1.0.4.GA]
    at org.jboss.msc.service.ServiceControllerImpl$StartTask.run(ServiceControllerImpl.java:1746) [jboss-msc-1.0.4.GA.jar:1.0.4.GA]
    at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1110) [rt.jar:1.7.0_05]
    at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:603) [rt.jar:1.7.0_05]
    at java.lang.Thread.run(Thread.java:722) [rt.jar:1.7.0_05]
Caused by: java.lang.NullPointerException
    at org.jboss.as.osgi.service.FrameworkActivator.activate(FrameworkActivator.java:76)
    at org.jboss.as.osgi.deployment.FrameworkActivateProcessor.deploy(FrameworkActivateProcessor.java:72)
    at org.jboss.as.server.deployment.DeploymentUnitPhaseService.start(DeploymentUnitPhaseService.java:120) [jboss-as-server-7.2.0.Alpha1-redhat-4.jar:7.2.0.Alpha1-redhat-4]
{code}",,,
1242,WFLY-1592,"Using eap6.1 client jars, or the jboss-cli.sh script in a local eap6.1 installation, to connect to a remote wildfly alpha1 or alpha2, seems to work but fails when provided with credentials.  This is most easily replicated as follows:

1) On remote machine start wildfly alpha1 or alpha2
2) on local machine, cd eap-6.1/bin
3) on local machine:

[rob@rawbdor bin]$ ./jboss-cli.sh 
You are disconnected at the moment. Type 'connect' to connect to the server or 'help' for the list of supported commands.
[disconnected /] connect myhost.net 
Authenticating against security realm: ManagementRealm
Username: admin
 Password: 
Unable to authenticate against controller at myhost.net:9999: Authentication failed: all available authentication mechanisms failed

This is an issue for tools as we need a set of jars that communicates correctly with all as7 servers. We currently have a set of jars that communicates with all 7.x / eap 6.x, which is good. If this is merely a bug on the server, then we can hopefully delay having to bundle an additional set of client jars until larger breakages occur. ",,,
1245,WFLY-2785,"When running on windows and the server management port bind IP address does not have a proper reverse DNS entry or an entry in the hosts file, then there is trouble reloading the server. It is possible that same issue may affect other domain server management operations but I didn't identify any others (and didn't try).

Basically the problem is that windows reverse resolves such IPs to the computer name. On reload without restarting the managed servers, they receive as a host to reconnect to the computer name instead of the IP address and connection cannot be established.

Here is how to reproduce:
# on a windows machine add some local IP address without a reverse entry (e.g. 192.0.2.15)
# launch domain server from wildfly, e.g.: bin/domain.sh -bpublic=192.0.2.15 -bmanagement=192.0.2.15
# issue this cli command: reload --restart-servers=false --host=master
# see logs for messages from server-one and server-two (I'll attach an archive with such logs)

The fix I found for the issue is:{CODE}
diff --git a/host-controller/src/main/java/org/jboss/as/host/controller/ManagedServer.java b/host-controller/src/main/java/org/jboss/as/host/controller/ManagedServer.java
index 308df0e..c6a88e8 100644
--- a/host-controller/src/main/java/org/jboss/as/host/controller/ManagedServer.java
+++ b/host-controller/src/main/java/org/jboss/as/host/controller/ManagedServer.java
@@ -30,7 +30,6 @@ import static org.jboss.as.host.controller.HostControllerLogger.ROOT_LOGGER;
 
 import java.io.IOException;
 import java.io.OutputStream;
-import java.net.InetAddress;
 import java.net.InetSocketAddress;
 import java.util.Collections;
 import java.util.LinkedHashMap;
@@ -769,7 +768,7 @@ class ManagedServer {
         public boolean execute(ManagedServer server) throws Exception {
             assert Thread.holdsLock(ManagedServer.this); // Call under lock
             // Reconnect
-            final String hostName = InetAddress.getByName(managementSocket.getHostName()).getHostName();
+            final String hostName = managementSocket.getHostString();
             final int port = managementSocket.getPort();
             processControllerClient.reconnectProcess(serverProcessName, NetworkUtils.formatPossibleIpv6Address(hostName), port, bootConfiguration.isManagementSubsystemEndpoint(), authKey);
             return true;
{CODE}

I see that the line causing the troubles was [committed|https://github.com/wildfly/wildfly/commit/7effc2eca6cfd5d031a059167bc2c41664c29117] as part of AS7-3613. I looked at the issue and I don't see how this altering of hostname can help with getting a good URI. Yes, it can help if it guaranteed that a hostname will always be returned but fact is that on linux, if reverse record is missing or improper, this still returns an IP so this line of code IMO can only cause harm. Am I missing something?

Moreover it doesn't seems right to me to change server identification overriding user choice to select an IP instead of a hostname just to fix some URIs.

IMO if user/administrator used an IP, then server should to use it as an IP, not reverse resolve it to a host and then use it. It simply leads to confusion.",,,
